# number of accepted and rejected moves in the centre of mass position move
00396         82         98
00397         79        101
00398         81         99
00399         81         99
00400         70        110
00401         72        108
00402         89         91
00403         65        115
00404         70        110
00405         73        107
00406         80        100
00407         71        109
00408         79        101
00409         71        109
00410         75        105
00411         75        105
00412         64        116
00413         82         98
00414         63        117
00415         77        103
00416         81         99
00417         81         99
00418         88         92
00419         82         98
00420         73        107
00421         78        102
00422         75        105
00423         83         97
00424         68        112
00425         77        103
00426         76        104
00427         76        104
00428         74        106
00429         77        103
00430         80        100
00431         76        104
00432         72        108
00433         68        112
00434         83         97
00435         82         98
00436         79        101
00437         71        109
00438         74        106
00439         71        109
00440         78        102
00441         68        112
00442         84         96
00443         86         94
00444         70        110
00445         79        101
00446         83         97
00447         67        113
00448         67        113
00449         74        106
00450         70        110
00451         77        103
00452         81         99
00453         75        105
00454         79        101
00455         72        108
00456         83         97
00457         71        109
00458         87         93
00459         92         88
00460         82         98
00461         78        102
00462         66        114
00463         79        101
00464         87         93
00465         78        102
00466         84         96
00467         78        102
00468         79        101
00469         78        102
00470         77        103
00471         70        110
00472         68        112
00473         80        100
00474         82         98
00475         64        116
00476         78        102
00477         80        100
00478         72        108
00479         73        107
00480         69        111
00481         72        108
00482         80        100
00483         81         99
00484         65        115
00485         82         98
00486         89         91
00487         90         90
00488         76        104
00489         73        107
00490         79        101
00491         68        112
00492         85         95
00493         87         93
00494         69        111
00495         78        102
00496         71        109
00497         76        104
00498         78        102
00499         72        108
00500         80        100
00501         80        100
00502         76        104
00503         71        109
00504         82         98
00505         77        103
00506         77        103
00507         74        106
00508         78        102
00509         86         94
00510         80        100
00511         68        112
00512         85         95
00513         82         98
00514         78        102
00515         71        109
00516         71        109
00517         64        116
00518         78        102
00519         66        114
00520         83         97
00521         76        104
00522         87         93
00523         68        112
00524         80        100
00525         65        115
00526         83         97
00527         74        106
00528         85         95
00529         78        102
00530         88         92
00531         94         86
00532         88         92
00533         85         95
00534         82         98
00535         74        106
00536         77        103
00537         85         95
00538         72        108
00539         68        112
00540         79        101
00541         73        107
00542         78        102
00543         86         94
00544         70        110
00545         71        109
00546         76        104
00547         67        113
00548         90         90
00549         70        110
00550         77        103
00551         85         95
00552         82         98
00553         68        112
00554         81         99
00555         78        102
00556         83         97
00557         81         99
00558         77        103
00559         74        106
00560         85         95
00561         69        111
00562         77        103
00563         69        111
00564         75        105
00565         75        105
00566         76        104
00567         80        100
00568         75        105
00569         79        101
00570         91         89
00571         85         95
00572         72        108
00573         76        104
00574         79        101
00575         70        110
00576         69        111
